Region,NDVI,EVI,Latitude,Longitude
Region_541,0.50541,0.30541,10.0541,-49.9459
Region_542,0.50542,0.30542,10.0542,-49.9458
Region_543,0.50543,0.30543,10.0543,-49.9457
Region_544,0.50544,0.30544,10.0544,-49.9456
Region_545,0.50545,0.30545,10.0545,-49.9455
Region_546,0.50546,0.30546,10.0546,-49.9454
Region_547,0.50547,0.30547,10.0547,-49.9453
Region_548,0.50548,0.30548,10.0548,-49.9452
Region_549,0.50549,0.30549,10.0549,-49.9451
Region_550,0.5055,0.3055,10.055,-49.945
Region_551,0.50551,0.30551,10.0551,-49.9449
Region_552,0.50552,0.30552,10.0552,-49.9448
Region_553,0.50553,0.30553,10.0553,-49.9447
Region_554,0.50554,0.30554,10.0554,-49.9446
Region_555,0.50555,0.30555,10.0555,-49.9445
Region_556,0.50556,0.30556,10.0556,-49.9444
Region_557,0.50557,0.30557,10.0557,-49.9443
Region_558,0.50558,0.30558,10.0558,-49.9442
Region_559,0.50559,0.30559,10.0559,-49.9441
Region_560,0.5056,0.3056,10.056,-49.944
Region_561,0.50561,0.30561,10.0561,-49.9439
Region_562,0.50562,0.30562,10.0562,-49.9438
Region_563,0.50563,0.30563,10.0563,-49.9437
Region_564,0.50564,0.30564,10.0564,-49.9436
Region_565,0.50565,0.30565,10.0565,-49.9435
Region_566,0.50566,0.30566,10.0566,-49.9434
Region_567,0.50567,0.30567,10.0567,-49.9433
Region_568,0.50568,0.30568,10.0568,-49.9432
Region_569,0.50569,0.30569,10.0569,-49.9431
Region_570,0.5057,0.3057,10.057,-49.943
Region_571,0.50571,0.30571,10.0571,-49.9429
Region_572,0.50572,0.30572,10.0572,-49.9428
Region_573,0.50573,0.30573,10.0573,-49.9427
Region_574,0.50574,0.30574,10.0574,-49.9426
Region_575,0.50575,0.30575,10.0575,-49.9425
Region_576,0.50576,0.30576,10.0576,-49.9424
Region_577,0.50577,0.30577,10.0577,-49.9423
Region_578,0.50578,0.30578,10.0578,-49.9422
Region_579,0.50579,0.30579,10.0579,-49.9421
Region_580,0.5058,0.3058,10.058,-49.942
Region_581,0.50581,0.30581,10.0581,-49.9419
Region_582,0.50582,0.30582,10.0582,-49.9418
Region_583,0.50583,0.30583,10.0583,-49.9417
Region_584,0.50584,0.30584,10.0584,-49.9416
Region_585,0.50585,0.30585,10.0585,-49.9415
Region_586,0.50586,0.30586,10.0586,-49.9414
Region_587,0.50587,0.30587,10.0587,-49.9413
Region_588,0.50588,0.30588,10.0588,-49.9412
Region_589,0.50589,0.30589,10.0589,-49.9411
Region_590,0.5059,0.3059,10.059,-49.941
Region_591,0.50591,0.30591,10.0591,-49.9409
Region_592,0.50592,0.30592,10.0592,-49.9408
Region_593,0.50593,0.30593,10.0593,-49.9407
Region_594,0.50594,0.30594,10.0594,-49.9406
Region_595,0.50595,0.30595,10.0595,-49.9405
Region_596,0.50596,0.30596,10.0596,-49.9404
Region_597,0.50597,0.30597,10.0597,-49.9403
Region_598,0.50598,0.30598,10.0598,-49.9402
Region_599,0.50599,0.30599,10.0599,-49.9401
Region_600,0.506,0.306,10.06,-49.94
Region_601,0.50601,0.30601,10.0601,-49.9399
Region_602,0.50602,0.30602,10.0602,-49.9398
Region_603,0.50603,0.30603,10.0603,-49.9397
Region_604,0.50604,0.30604,10.0604,-49.9396
Region_605,0.50605,0.30605,10.0605,-49.9395
Region_606,0.50606,0.30606,10.0606,-49.9394
Region_607,0.50607,0.30607,10.0607,-49.9393
Region_608,0.50608,0.30608,10.0608,-49.9392
Region_609,0.50609,0.30609,10.0609,-49.9391
Region_610,0.5061,0.3061,10.061,-49.939
Region_611,0.50611,0.30611,10.0611,-49.9389
Region_612,0.50612,0.30612,10.0612,-49.9388
Region_613,0.50613,0.30613,10.0613,-49.9387
Region_614,0.50614,0.30614,10.0614,-49.9386
Region_615,0.50615,0.30615,10.0615,-49.9385
Region_616,0.50616,0.30616,10.0616,-49.9384
Region_617,0.50617,0.30617,10.0617,-49.9383
Region_618,0.50618,0.30618,10.0618,-49.9382
Region_619,0.50619,0.30619,10.0619,-49.9381
Region_620,0.5062,0.3062,10.062,-49.938
Region_621,0.50621,0.30621,10.0621,-49.9379
Region_622,0.50622,0.30622,10.0622,-49.9378
Region_623,0.50623,0.30623,10.0623,-49.9377
Region_624,0.50624,0.30624,10.0624,-49.9376
Region_625,0.50625,0.30625,10.0625,-49.9375
Region_626,0.50626,0.30626,10.0626,-49.9374
Region_627,0.50627,0.30627,10.0627,-49.9373
Region_628,0.50628,0.30628,10.0628,-49.9372
Region_629,0.50629,0.30629,10.0629,-49.9371
Region_630,0.5063,0.3063,10.063,-49.937
Region_631,0.50631,0.30631,10.0631,-49.9369
Region_632,0.50632,0.30632,10.0632,-49.9368
Region_633,0.50633,0.30633,10.0633,-49.9367
Region_634,0.50634,0.30634,10.0634,-49.9366
Region_635,0.50635,0.30635,10.0635,-49.9365
Region_636,0.50636,0.30636,10.0636,-49.9364
Region_637,0.50637,0.30637,10.0637,-49.9363
Region_638,0.50638,0.30638,10.0638,-49.9362
Region_639,0.50639,0.30639,10.0639,-49.9361
Region_640,0.5064,0.3064,10.064,-49.936
Region_641,0.50641,0.30641,10.0641,-49.9359
Region_642,0.50642,0.30642,10.0642,-49.9358
Region_643,0.50643,0.30643,10.0643,-49.9357
Region_644,0.50644,0.30644,10.0644,-49.9356
Region_645,0.50645,0.30645,10.0645,-49.9355
Region_646,0.50646,0.30646,10.0646,-49.9354
Region_647,0.50647,0.30647,10.0647,-49.9353
Region_648,0.50648,0.30648,10.0648,-49.9352
Region_649,0.50649,0.30649,10.0649,-49.9351
Region_650,0.5065,0.3065,10.065,-49.935
Region_651,0.50651,0.30651,10.0651,-49.9349
Region_652,0.50652,0.30652,10.0652,-49.9348
Region_653,0.50653,0.30653,10.0653,-49.9347
Region_654,0.50654,0.30654,10.0654,-49.9346
Region_655,0.50655,0.30655,10.0655,-49.9345
Region_656,0.50656,0.30656,10.0656,-49.9344
Region_657,0.50657,0.30657,10.0657,-49.9343
Region_658,0.50658,0.30658,10.0658,-49.9342
Region_659,0.50659,0.30659,10.0659,-49.9341
Region_660,0.5066,0.3066,10.066,-49.934
Region_661,0.50661,0.30661,10.0661,-49.9339
Region_662,0.50662,0.30662,10.0662,-49.9338
Region_663,0.50663,0.30663,10.0663,-49.9337
Region_664,0.50664,0.30664,10.0664,-49.9336
Region_665,0.50665,0.30665,10.0665,-49.9335
Region_666,0.50666,0.30666,10.0666,-49.9334
Region_667,0.50667,0.30667,10.0667,-49.9333
Region_668,0.50668,0.30668,10.0668,-49.9332
Region_669,0.50669,0.30669,10.0669,-49.9331
Region_670,0.5067,0.3067,10.067,-49.933
Region_671,0.50671,0.30671,10.0671,-49.9329
Region_672,0.50672,0.30672,10.0672,-49.9328
Region_673,0.50673,0.30673,10.0673,-49.9327
Region_674,0.50674,0.30674,10.0674,-49.9326
Region_675,0.50675,0.30675,10.0675,-49.9325
Region_676,0.50676,0.30676,10.0676,-49.9324
Region_677,0.50677,0.30677,10.0677,-49.9323
Region_678,0.50678,0.30678,10.0678,-49.9322
Region_679,0.50679,0.30679,10.0679,-49.9321
Region_680,0.5068,0.3068,10.068,-49.932
Region_681,0.50681,0.30681,10.0681,-49.9319
Region_682,0.50682,0.30682,10.0682,-49.9318
Region_683,0.50683,0.30683,10.0683,-49.9317
Region_684,0.50684,0.30684,10.0684,-49.9316
Region_685,0.50685,0.30685,10.0685,-49.9315
Region_686,0.50686,0.30686,10.0686,-49.9314
Region_687,0.50687,0.30687,10.0687,-49.9313
Region_688,0.50688,0.30688,10.0688,-49.9312
Region_689,0.50689,0.30689,10.0689,-49.9311
Region_690,0.5069,0.3069,10.069,-49.931
Region_691,0.50691,0.30691,10.0691,-49.9309
Region_692,0.50692,0.30692,10.0692,-49.9308
Region_693,0.50693,0.30693,10.0693,-49.9307
Region_694,0.50694,0.30694,10.0694,-49.9306
Region_695,0.50695,0.30695,10.0695,-49.9305
Region_696,0.50696,0.30696,10.0696,-49.9304
Region_697,0.50697,0.30697,10.0697,-49.9303
Region_698,0.50698,0.30698,10.0698,-49.9302
Region_699,0.50699,0.30699,10.0699,-49.9301
Region_700,0.507,0.307,10.07,-49.93
Region_701,0.50701,0.30701,10.0701,-49.9299
Region_702,0.50702,0.30702,10.0702,-49.9298
Region_703,0.50703,0.30703,10.0703,-49.9297
Region_704,0.50704,0.30704,10.0704,-49.9296
Region_705,0.50705,0.30705,10.0705,-49.9295
Region_706,0.50706,0.30706,10.0706,-49.9294
Region_707,0.50707,0.30707,10.0707,-49.9293
Region_708,0.50708,0.30708,10.0708,-49.9292
Region_709,0.50709,0.30709,10.0709,-49.9291
Region_710,0.5071,0.3071,10.071,-49.929
Region_711,0.50711,0.30711,10.0711,-49.9289
Region_712,0.50712,0.30712,10.0712,-49.9288
Region_713,0.50713,0.30713,10.0713,-49.9287
Region_714,0.50714,0.30714,10.0714,-49.9286
Region_715,0.50715,0.30715,10.0715,-49.9285
Region_716,0.50716,0.30716,10.0716,-49.9284
Region_717,0.50717,0.30717,10.0717,-49.9283
Region_718,0.50718,0.30718,10.0718,-49.9282
Region_719,0.50719,0.30719,10.0719,-49.9281
Region_720,0.5072,0.3072,10.072,-49.928
Region_721,0.50721,0.30721,10.0721,-49.9279
Region_722,0.50722,0.30722,10.0722,-49.9278
Region_723,0.50723,0.30723,10.0723,-49.9277
Region_724,0.50724,0.30724,10.0724,-49.9276
Region_725,0.50725,0.30725,10.0725,-49.9275
Region_726,0.50726,0.30726,10.0726,-49.9274
Region_727,0.50727,0.30727,10.0727,-49.9273
Region_728,0.50728,0.30728,10.0728,-49.9272
Region_729,0.50729,0.30729,10.0729,-49.9271
Region_730,0.5073,0.3073,10.073,-49.927
Region_731,0.50731,0.30731,10.0731,-49.9269
Region_732,0.50732,0.30732,10.0732,-49.9268
Region_733,0.50733,0.30733,10.0733,-49.9267
Region_734,0.50734,0.30734,10.0734,-49.9266
Region_735,0.50735,0.30735,10.0735,-49.9265
Region_736,0.50736,0.30736,10.0736,-49.9264
Region_737,0.50737,0.30737,10.0737,-49.9263
Region_738,0.50738,0.30738,10.0738,-49.9262
Region_739,0.50739,0.30739,10.0739,-49.9261
Region_740,0.5074,0.3074,10.074,-49.926
Region_741,0.50741,0.30741,10.0741,-49.9259
Region_742,0.50742,0.30742,10.0742,-49.9258
Region_743,0.50743,0.30743,10.0743,-49.9257
Region_744,0.50744,0.30744,10.0744,-49.9256
Region_745,0.50745,0.30745,10.0745,-49.9255
Region_746,0.50746,0.30746,10.0746,-49.9254
Region_747,0.50747,0.30747,10.0747,-49.9253
Region_748,0.50748,0.30748,10.0748,-49.9252
Region_749,0.50749,0.30749,10.0749,-49.9251
Region_750,0.5075,0.3075,10.075,-49.925
Region_751,0.50751,0.30751,10.0751,-49.9249
Region_752,0.50752,0.30752,10.0752,-49.9248
Region_753,0.50753,0.30753,10.0753,-49.9247
Region_754,0.50754,0.30754,10.0754,-49.9246
Region_755,0.50755,0.30755,10.0755,-49.9245
Region_756,0.50756,0.30756,10.0756,-49.9244
Region_757,0.50757,0.30757,10.0757,-49.9243
Region_758,0.50758,0.30758,10.0758,-49.9242
Region_759,0.50759,0.30759,10.0759,-49.9241
Region_760,0.5076,0.3076,10.076,-49.924
Region_761,0.50761,0.30761,10.0761,-49.9239
Region_762,0.50762,0.30762,10.0762,-49.9238
Region_763,0.50763,0.30763,10.0763,-49.9237
Region_764,0.50764,0.30764,10.0764,-49.9236
Region_765,0.50765,0.30765,10.0765,-49.9235
Region_766,0.50766,0.30766,10.0766,-49.9234
Region_767,0.50767,0.30767,10.0767,-49.9233
Region_768,0.50768,0.30768,10.0768,-49.9232
Region_769,0.50769,0.30769,10.0769,-49.9231
Region_770,0.5077,0.3077,10.077,-49.923
Region_771,0.50771,0.30771,10.0771,-49.9229
Region_772,0.50772,0.30772,10.0772,-49.9228
Region_773,0.50773,0.30773,10.0773,-49.9227
Region_774,0.50774,0.30774,10.0774,-49.9226
Region_775,0.50775,0.30775,10.0775,-49.9225
Region_776,0.50776,0.30776,10.0776,-49.9224
Region_777,0.50777,0.30777,10.0777,-49.9223
Region_778,0.50778,0.30778,10.0778,-49.9222
Region_779,0.50779,0.30779,10.0779,-49.9221
Region_780,0.5078,0.3078,10.078,-49.922
Region_781,0.50781,0.30781,10.0781,-49.9219
Region_782,0.50782,0.30782,10.0782,-49.9218
Region_783,0.50783,0.30783,10.0783,-49.9217
Region_784,0.50784,0.30784,10.0784,-49.9216
Region_785,0.50785,0.30785,10.0785,-49.9215
Region_786,0.50786,0.30786,10.0786,-49.9214
Region_787,0.50787,0.30787,10.0787,-49.9213
Region_788,0.50788,0.30788,10.0788,-49.9212
Region_789,0.50789,0.30789,10.0789,-49.9211
Region_790,0.5079,0.3079,10.079,-49.921
Region_791,0.50791,0.30791,10.0791,-49.9209
Region_792,0.50792,0.30792,10.0792,-49.9208
Region_793,0.50793,0.30793,10.0793,-49.9207
Region_794,0.50794,0.30794,10.0794,-49.9206
Region_795,0.50795,0.30795,10.0795,-49.9205
Region_796,0.50796,0.30796,10.0796,-49.9204
Region_797,0.50797,0.30797,10.0797,-49.9203
Region_798,0.50798,0.30798,10.0798,-49.9202
Region_799,0.50799,0.30799,10.0799,-49.9201
Region_800,0.508,0.308,10.08,-49.92
Region_801,0.50801,0.30801,10.0801,-49.9199
Region_802,0.50802,0.30802,10.0802,-49.9198
Region_803,0.50803,0.30803,10.0803,-49.9197
Region_804,0.50804,0.30804,10.0804,-49.9196
Region_805,0.50805,0.30805,10.0805,-49.9195
Region_806,0.50806,0.30806,10.0806,-49.9194
Region_807,0.50807,0.30807,10.0807,-49.9193
Region_808,0.50808,0.30808,10.0808,-49.9192
Region_809,0.50809,0.30809,10.0809,-49.9191
Region_810,0.5081,0.3081,10.081,-49.919
Region_811,0.50811,0.30811,10.0811,-49.9189
Region_812,0.50812,0.30812,10.0812,-49.9188
Region_813,0.50813,0.30813,10.0813,-49.9187
Region_814,0.50814,0.30814,10.0814,-49.9186
Region_815,0.50815,0.30815,10.0815,-49.9185
Region_816,0.50816,0.30816,10.0816,-49.9184
Region_817,0.50817,0.30817,10.0817,-49.9183
Region_818,0.50818,0.30818,10.0818,-49.9182
Region_819,0.50819,0.30819,10.0819,-49.9181
Region_820,0.5082,0.3082,10.082,-49.918
Region_821,0.50821,0.30821,10.0821,-49.9179
Region_822,0.50822,0.30822,10.0822,-49.9178
Region_823,0.50823,0.30823,10.0823,-49.9177
Region_824,0.50824,0.30824,10.0824,-49.9176
Region_825,0.50825,0.30825,10.0825,-49.9175
Region_826,0.50826,0.30826,10.0826,-49.9174
Region_827,0.50827,0.30827,10.0827,-49.9173
Region_828,0.50828,0.30828,10.0828,-49.9172
Region_829,0.50829,0.30829,10.0829,-49.9171
Region_830,0.5083,0.3083,10.083,-49.917
Region_831,0.50831,0.30831,10.0831,-49.9169
Region_832,0.50832,0.30832,10.0832,-49.9168
Region_833,0.50833,0.30833,10.0833,-49.9167
Region_834,0.50834,0.30834,10.0834,-49.9166
Region_835,0.50835,0.30835,10.0835,-49.9165
Region_836,0.50836,0.30836,10.0836,-49.9164
Region_837,0.50837,0.30837,10.0837,-49.9163
Region_838,0.50838,0.30838,10.0838,-49.9162
Region_839,0.50839,0.30839,10.0839,-49.9161
Region_840,0.5084,0.3084,10.084,-49.916
Region_841,0.50841,0.30841,10.0841,-49.9159
Region_842,0.50842,0.30842,10.0842,-49.9158
Region_843,0.50843,0.30843,10.0843,-49.9157
Region_844,0.50844,0.30844,10.0844,-49.9156
Region_845,0.50845,0.30845,10.0845,-49.9155
Region_846,0.50846,0.30846,10.0846,-49.9154
Region_847,0.50847,0.30847,10.0847,-49.9153
Region_848,0.50848,0.30848,10.0848,-49.9152
Region_849,0.50849,0.30849,10.0849,-49.9151
Region_850,0.5085,0.3085,10.085,-49.915
Region_851,0.50851,0.30851,10.0851,-49.9149
Region_852,0.50852,0.30852,10.0852,-49.9148
Region_853,0.50853,0.30853,10.0853,-49.9147
Region_854,0.50854,0.30854,10.0854,-49.9146
Region_855,0.50855,0.30855,10.0855,-49.9145
Region_856,0.50856,0.30856,10.0856,-49.9144
Region_857,0.50857,0.30857,10.0857,-49.9143
Region_858,0.50858,0.30858,10.0858,-49.9142
Region_859,0.50859,0.30859,10.0859,-49.9141
Region_860,0.5086,0.3086,10.086,-49.914
Region_861,0.50861,0.30861,10.0861,-49.9139
Region_862,0.50862,0.30862,10.0862,-49.9138
Region_863,0.50863,0.30863,10.0863,-49.9137
Region_864,0.50864,0.30864,10.0864,-49.9136
Region_865,0.50865,0.30865,10.0865,-49.9135
Region_866,0.50866,0.30866,10.0866,-49.9134
Region_867,0.50867,0.30867,10.0867,-49.9133
Region_868,0.50868,0.30868,10.0868,-49.9132
Region_869,0.50869,0.30869,10.0869,-49.9131
Region_870,0.5087,0.3087,10.087,-49.913
Region_871,0.50871,0.30871,10.0871,-49.9129
Region_872,0.50872,0.30872,10.0872,-49.9128
Region_873,0.50873,0.30873,10.0873,-49.9127
Region_874,0.50874,0.30874,10.0874,-49.9126
Region_875,0.50875,0.30875,10.0875,-49.9125
Region_876,0.50876,0.30876,10.0876,-49.9124
Region_877,0.50877,0.30877,10.0877,-49.9123
Region_878,0.50878,0.30878,10.0878,-49.9122
Region_879,0.50879,0.30879,10.0879,-49.9121
Region_880,0.5088,0.3088,10.088,-49.912
Region_881,0.50881,0.30881,10.0881,-49.9119
Region_882,0.50882,0.30882,10.0882,-49.9118
Region_883,0.50883,0.30883,10.0883,-49.9117
Region_884,0.50884,0.30884,10.0884,-49.9116
Region_885,0.50885,0.30885,10.0885,-49.9115
Region_886,0.50886,0.30886,10.0886,-49.9114
Region_887,0.50887,0.30887,10.0887,-49.9113
Region_888,0.50888,0.30888,10.0888,-49.9112
Region_889,0.50889,0.30889,10.0889,-49.9111
Region_890,0.5089,0.3089,10.089,-49.911
Region_891,0.50891,0.30891,10.0891,-49.9109
Region_892,0.50892,0.30892,10.0892,-49.9108
Region_893,0.50893,0.30893,10.0893,-49.9107
Region_894,0.50894,0.30894,10.0894,-49.9106
Region_895,0.50895,0.30895,10.0895,-49.9105
Region_896,0.50896,0.30896,10.0896,-49.9104
Region_897,0.50897,0.30897,10.0897,-49.9103
Region_898,0.50898,0.30898,10.0898,-49.9102
Region_899,0.50899,0.30899,10.0899,-49.9101
Region_900,0.509,0.309,10.09,-49.91
Region_901,0.50901,0.30901,10.0901,-49.9099
Region_902,0.50902,0.30902,10.0902,-49.9098
Region_903,0.50903,0.30903,10.0903,-49.9097
Region_904,0.50904,0.30904,10.0904,-49.9096
Region_905,0.50905,0.30905,10.0905,-49.9095
Region_906,0.50906,0.30906,10.0906,-49.9094
Region_907,0.50907,0.30907,10.0907,-49.9093
Region_908,0.50908,0.30908,10.0908,-49.9092
Region_909,0.50909,0.30909,10.0909,-49.9091
Region_910,0.5091,0.3091,10.091,-49.909
Region_911,0.50911,0.30911,10.0911,-49.9089
Region_912,0.50912,0.30912,10.0912,-49.9088
Region_913,0.50913,0.30913,10.0913,-49.9087
Region_914,0.50914,0.30914,10.0914,-49.9086
Region_915,0.50915,0.30915,10.0915,-49.9085
Region_916,0.50916,0.30916,10.0916,-49.9084
Region_917,0.50917,0.30917,10.0917,-49.9083
Region_918,0.50918,0.30918,10.0918,-49.9082
Region_919,0.50919,0.30919,10.0919,-49.9081
Region_920,0.5092,0.3092,10.092,-49.908
Region_921,0.50921,0.30921,10.0921,-49.9079
Region_922,0.50922,0.30922,10.0922,-49.9078
Region_923,0.50923,0.30923,10.0923,-49.9077
Region_924,0.50924,0.30924,10.0924,-49.9076
Region_925,0.50925,0.30925,10.0925,-49.9075
Region_926,0.50926,0.30926,10.0926,-49.9074
Region_927,0.50927,0.30927,10.0927,-49.9073
Region_928,0.50928,0.30928,10.0928,-49.9072
Region_929,0.50929,0.30929,10.0929,-49.9071
Region_930,0.5093,0.3093,10.093,-49.907
Region_931,0.50931,0.30931,10.0931,-49.9069
Region_932,0.50932,0.30932,10.0932,-49.9068
Region_933,0.50933,0.30933,10.0933,-49.9067
Region_934,0.50934,0.30934,10.0934,-49.9066
Region_935,0.50935,0.30935,10.0935,-49.9065
Region_936,0.50936,0.30936,10.0936,-49.9064
Region_937,0.50937,0.30937,10.0937,-49.9063
Region_938,0.50938,0.30938,10.0938,-49.9062
Region_939,0.50939,0.30939,10.0939,-49.9061
Region_940,0.5094,0.3094,10.094,-49.906
Region_941,0.50941,0.30941,10.0941,-49.9059
Region_942,0.50942,0.30942,10.0942,-49.9058
Region_943,0.50943,0.30943,10.0943,-49.9057
Region_944,0.50944,0.30944,10.0944,-49.9056
Region_945,0.50945,0.30945,10.0945,-49.9055
Region_946,0.50946,0.30946,10.0946,-49.9054
Region_947,0.50947,0.30947,10.0947,-49.9053
Region_948,0.50948,0.30948,10.0948,-49.9052
Region_949,0.50949,0.30949,10.0949,-49.9051
Region_950,0.5095,0.3095,10.095,-49.905
Region_951,0.50951,0.30951,10.0951,-49.9049
Region_952,0.50952,0.30952,10.0952,-49.9048
Region_953,0.50953,0.30953,10.0953,-49.9047
Region_954,0.50954,0.30954,10.0954,-49.9046
Region_955,0.50955,0.30955,10.0955,-49.9045
Region_956,0.50956,0.30956,10.0956,-49.9044
Region_957,0.50957,0.30957,10.0957,-49.9043
Region_958,0.50958,0.30958,10.0958,-49.9042
Region_959,0.50959,0.30959,10.0959,-49.9041
Region_960,0.5096,0.3096,10.096,-49.904
Region_961,0.50961,0.30961,10.0961,-49.9039
Region_962,0.50962,0.30962,10.0962,-49.9038
Region_963,0.50963,0.30963,10.0963,-49.9037
Region_964,0.50964,0.30964,10.0964,-49.9036
Region_965,0.50965,0.30965,10.0965,-49.9035
Region_966,0.50966,0.30966,10.0966,-49.9034
Region_967,0.50967,0.30967,10.0967,-49.9033
Region_968,0.50968,0.30968,10.0968,-49.9032
Region_969,0.50969,0.30969,10.0969,-49.9031
Region_970,0.5097,0.3097,10.097,-49.903
Region_971,0.50971,0.30971,10.0971,-49.9029
Region_972,0.50972,0.30972,10.0972,-49.9028
Region_973,0.50973,0.30973,10.0973,-49.9027
Region_974,0.50974,0.30974,10.0974,-49.9026
Region_975,0.50975,0.30975,10.0975,-49.9025
Region_976,0.50976,0.30976,10.0976,-49.9024
Region_977,0.50977,0.30977,10.0977,-49.9023
Region_978,0.50978,0.30978,10.0978,-49.9022
Region_979,0.50979,0.30979,10.0979,-49.9021
Region_980,0.5098,0.3098,10.098,-49.902
Region_981,0.50981,0.30981,10.0981,-49.9019
Region_982,0.50982,0.30982,10.0982,-49.9018
Region_983,0.50983,0.30983,10.0983,-49.9017
Region_984,0.50984,0.30984,10.0984,-49.9016
Region_985,0.50985,0.30985,10.0985,-49.9015
Region_986,0.50986,0.30986,10.0986,-49.9014
Region_987,0.50987,0.30987,10.0987,-49.9013
Region_988,0.50988,0.30988,10.0988,-49.9012
Region_989,0.50989,0.30989,10.0989,-49.9011
Region_990,0.5099,0.3099,10.099,-49.901
Region_991,0.50991,0.30991,10.0991,-49.9009
Region_992,0.50992,0.30992,10.0992,-49.9008
Region_993,0.50993,0.30993,10.0993,-49.9007
Region_994,0.50994,0.30994,10.0994,-49.9006
Region_995,0.50995,0.30995,10.0995,-49.9005
Region_996,0.50996,0.30996,10.0996,-49.9004
Region_997,0.50997,0.30997,10.0997,-49.9003
Region_998,0.50998,0.30998,10.0998,-49.9002
Region_999,0.50999,0.30999,10.0999,-49.9001
Region_1000,0.51,0.31,10.1,-49.9
Region_1001,0.51001,0.31001,10.1001,-49.8999
Region_1002,0.51002,0.31002,10.1002,-49.8998
Region_1003,0.51003,0.31003,10.1003,-49.8997
Region_1004,0.51004,0.31004,10.1004,-49.8996
Region_1005,0.51005,0.31005,10.1005,-49.8995
Region_1006,0.51006,0.31006,10.1006,-49.8994
Region_1007,0.51007,0.31007,10.1007,-49.8993
Region_1008,0.51008,0.31008,10.1008,-49.8992
Region_1009,0.51009,0.31009,10.1009,-49.8991
Region_1010,0.5101,0.3101,10.101,-49.899
Region_1011,0.51011,0.31011,10.1011,-49.8989
Region_1012,0.51012,0.31012,10.1012,-49.8988
Region_1013,0.51013,0.31013,10.1013,-49.8987
Region_1014,0.51014,0.31014,10.1014,-49.8986
Region_1015,0.51015,0.31015,10.1015,-49.8985
Region_1016,0.51016,0.31016,10.1016,-49.8984
Region_1017,0.51017,0.31017,10.1017,-49.8983
Region_1018,0.51018,0.31018,10.1018,-49.8982
Region_1019,0.51019,0.31019,10.1019,-49.8981
Region_1020,0.5102,0.3102,10.102,-49.898
Region_1021,0.51021,0.31021,10.1021,-49.8979
Region_1022,0.51022,0.31022,10.1022,-49.8978
Region_1023,0.51023,0.31023,10.1023,-49.8977
Region_1024,0.51024,0.31024,10.1024,-49.8976
Region_1025,0.51025,0.31025,10.1025,-49.8975
Region_1026,0.51026,0.31026,10.1026,-49.8974
Region_1027,0.51027,0.31027,10.1027,-49.8973
Region_1028,0.51028,0.31028,10.1028,-49.8972
Region_1029,0.51029,0.31029,10.1029,-49.8971
Region_1030,0.5103,0.3103,10.103,-49.897
Region_1031,0.51031,0.31031,10.1031,-49.8969
Region_1032,0.51032,0.31032,10.1032,-49.8968
Region_1033,0.51033,0.31033,10.1033,-49.8967
Region_1034,0.51034,0.31034,10.1034,-49.8966
